#group,false,false,false,false,false
#datatype,double,double,double,string,dateTime:RFC3339
#default,,,,,
,Humidity,Light,Temperature,location,time
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:49.915059815Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:50.995366174Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:52.105374315Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:53.184421224Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:54.364876865Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:55.4859322Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:56.695598901Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:57.864880675Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:58.996062363Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:00.126997782Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:01.256472179Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:02.335386691Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:03.413129903Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:04.56580161Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:05.707014441Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:06.854982356Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:07.965137732Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:09.105248569Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:10.216501226Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:11.329398958Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:13.162602973Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:14.255226908Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:15.334865197Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:16.485771485Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:17.594068143Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:18.736226852Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:19.835134081Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:20.945342178Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:22.069173119Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:23.866006705Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:24.965425922Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:26.045129296Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:27.165344947Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:28.975635231Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:30.019448081Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:30.046798001Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:31.117967912Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:31.119933232Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:33.015075866Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:33.01827215Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:34.103084349Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:34.103540031Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:35.175399814Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:35.187430563Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:36.255208503Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:36.255868363Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:37.335536368Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:37.335943373Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:39.15482696Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:39.154844407Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:40.253826468Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:40.258532548Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:41.343073416Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:41.343453984Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:43.2102588Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:43.210264416Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:44.340632683Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:44.341061674Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:45.553017121Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:45.553965819Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:46.666515155Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:46.666659292Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:47.775534641Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:47.776004622Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:48.933696421Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:48.934293618Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:50.086701116Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:50.086803993Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:51.197445007Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:51.19753181Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:52.344003189Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:52.344281819Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:53.560920573Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:53.56151765Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:54.701186441Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:54.701733531Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:55.774625942Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:55.779240082Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:56.932969577Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:56.933812562Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:58.04485915Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:58.045489283Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:59.125313645Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:10:59.125510746Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:11:00.235539072Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:11:00.235668361Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:11:01.344934617Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:11:01.345718709Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:11:02.504945512Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:11:02.506636103Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:11:03.625773834Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:11:03.626271495Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:11:04.775940673Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:11:04.775944688Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:11:05.905123707Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:11:05.90549597Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:11:07.023270066Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:11:07.024486907Z
,0,0,0,Bologna,2025-06-29T14:11:08.135879197Z
,0,0,0,Bologna,2025-06-29T14:11:08.135981375Z
,0,0,0,Bologna,2025-06-29T14:11:09.27580952Z
,0,0,0,Bologna,2025-06-29T14:11:09.27610331Z
,48.6,439.14,33.3,Bologna,2025-06-29T14:11:10.403505168Z
,48.6,439.14,33.3,Bologna,2025-06-29T14:11:10.405992122Z
,48.6,439.14,33.3,Bologna,2025-06-29T14:11:11.531396993Z
,48.6,439.14,33.3,Bologna,2025-06-29T14:11:11.534867516Z
,48.6,439.14,33.3,Bologna,2025-06-29T14:11:12.657322372Z
,48.6,439.14,33.3,Bologna,2025-06-29T14:11:12.657570906Z
,48.7,455.62,33.4,Bologna,2025-06-29T14:11:14.454922657Z
,48.7,455.62,33.4,Bologna,2025-06-29T14:11:14.455020541Z
,48.8,448.36,33.3,Bologna,2025-06-29T14:11:15.575517695Z
,48.8,448.36,33.3,Bologna,2025-06-29T14:11:16.673472663Z
,48.8,448.36,33.3,Bologna,2025-06-29T14:11:18.495407956Z
,48.8,943.7,33.4,Bologna,2025-06-29T14:11:19.655595154Z
,48.8,943.7,33.4,Bologna,2025-06-29T14:11:20.754469976Z
,48.8,1109.87,33.4,Bologna,2025-06-29T14:11:21.065091165Z
,48.8,1109.87,33.4,Bologna,2025-06-29T14:11:21.827361256Z
,48.8,1109.87,33.4,Bologna,2025-06-29T14:11:22.176987399Z
,48.8,1109.87,33.4,Bologna,2025-06-29T14:11:23.694573633Z
,48.8,1109.87,33.4,Bologna,2025-06-29T14:11:23.694581528Z
,48.8,465.08,33.4,Bologna,2025-06-29T14:11:24.80588323Z
,48.8,465.08,33.4,Bologna,2025-06-29T14:11:24.805907904Z
,48.8,465.08,33.4,Bologna,2025-06-29T14:11:25.945911936Z
,48.8,465.08,33.4,Bologna,2025-06-29T14:11:25.946247672Z
,48.9,6.92,33.4,Bologna,2025-06-29T14:11:27.153893202Z
,48.9,6.92,33.4,Bologna,2025-06-29T14:11:27.154453001Z
,48.9,6.92,33.4,Bologna,2025-06-29T14:11:28.307162821Z
,48.9,6.92,33.4,Bologna,2025-06-29T14:11:28.307685304Z
,48.9,13.77,33.4,Bologna,2025-06-29T14:11:29.415216599Z
,48.9,13.77,33.4,Bologna,2025-06-29T14:11:29.415252535Z
,48.9,13.77,33.4,Bologna,2025-06-29T14:11:30.554981192Z
,48.9,13.77,33.4,Bologna,2025-06-29T14:11:30.558714608Z
,48.9,13.76,33.4,Bologna,2025-06-29T14:11:31.643014501Z
,48.9,13.76,33.4,Bologna,2025-06-29T14:11:31.644022457Z
,48.9,13.76,33.4,Bologna,2025-06-29T14:11:32.79361094Z
,48.9,13.76,33.4,Bologna,2025-06-29T14:11:32.793799011Z
,48.9,13.76,33.4,Bologna,2025-06-29T14:11:33.946169111Z
,48.9,13.76,33.4,Bologna,2025-06-29T14:11:33.946198527Z
,48.8,471.85,33.4,Bologna,2025-06-29T14:11:35.045223721Z
,48.8,471.85,33.4,Bologna,2025-06-29T14:11:35.047686263Z
,48.8,471.85,33.4,Bologna,2025-06-29T14:11:36.164695958Z
,48.8,471.85,33.4,Bologna,2025-06-29T14:11:36.164969282Z
,48.8,805.03,33.4,Bologna,2025-06-29T14:11:37.273155592Z
,48.8,805.03,33.4,Bologna,2025-06-29T14:11:37.273722029Z
,48.8,805.03,33.4,Bologna,2025-06-29T14:11:39.076106012Z
,48.8,805.03,33.4,Bologna,2025-06-29T14:11:39.085054458Z
,48.7,6.85,33.4,Bologna,2025-06-29T14:11:40.165857397Z
,48.7,6.85,33.4,Bologna,2025-06-29T14:11:40.166071579Z
,48.7,6.85,33.4,Bologna,2025-06-29T14:11:41.264918541Z
,48.7,6.85,33.4,Bologna,2025-06-29T14:11:41.264931877Z
,48.8,6.87,33.4,Bologna,2025-06-29T14:11:42.332842643Z
,48.8,6.87,33.4,Bologna,2025-06-29T14:11:42.336658833Z
,48.8,6.87,33.4,Bologna,2025-06-29T14:11:43.450174809Z
,48.8,6.87,33.4,Bologna,2025-06-29T14:11:43.45051924Z
,48.8,6.87,33.4,Bologna,2025-06-29T14:11:45.170179037Z
,48.8,6.87,33.4,Bologna,2025-06-29T14:11:45.17225175Z
,48.8,13.61,33.4,Bologna,2025-06-29T14:11:46.355867368Z
,48.8,13.61,33.4,Bologna,2025-06-29T14:11:46.356540266Z
,48.8,13.63,33.4,Bologna,2025-06-29T14:11:47.435508937Z
,48.8,13.63,33.4,Bologna,2025-06-29T14:11:47.436025732Z
,48.8,13.63,33.4,Bologna,2025-06-29T14:11:48.605441211Z
,48.8,13.63,33.4,Bologna,2025-06-29T14:11:48.60555132Z
,48.8,13.63,33.4,Bologna,2025-06-29T14:11:49.733898732Z
,48.8,13.63,33.4,Bologna,2025-06-29T14:11:49.73410813Z
,49,13.69,33.4,Bologna,2025-06-29T14:11:50.87569209Z
,49,13.69,33.4,Bologna,2025-06-29T14:11:50.875948298Z
,49,13.69,33.4,Bologna,2025-06-29T14:11:51.9738008Z
,49,13.69,33.4,Bologna,2025-06-29T14:11:51.974187195Z
,48.9,13.69,33.4,Bologna,2025-06-29T14:11:53.175969138Z
,48.9,13.69,33.4,Bologna,2025-06-29T14:11:53.17641785Z
,48.9,13.69,33.4,Bologna,2025-06-29T14:11:54.34580086Z
,48.9,13.69,33.4,Bologna,2025-06-29T14:11:54.346342382Z
,48.9,13.84,33.4,Bologna,2025-06-29T14:11:55.475972488Z
,48.9,13.84,33.4,Bologna,2025-06-29T14:11:55.476134488Z
,48.9,13.84,33.4,Bologna,2025-06-29T14:11:56.625485668Z
,48.9,13.84,33.4,Bologna,2025-06-29T14:11:56.625926483Z
,48.9,13.84,33.4,Bologna,2025-06-29T14:11:57.834608329Z
,48.9,13.84,33.4,Bologna,2025-06-29T14:11:57.835015073Z
,48.9,13.88,33.4,Bologna,2025-06-29T14:11:58.952716615Z
,48.9,13.88,33.4,Bologna,2025-06-29T14:11:58.953194941Z
,48.9,13.88,33.4,Bologna,2025-06-29T14:12:00.087420437Z
,48.9,13.88,33.4,Bologna,2025-06-29T14:12:00.097275101Z
,48.9,13.67,33.4,Bologna,2025-06-29T14:12:01.185030852Z
,48.9,13.67,33.4,Bologna,2025-06-29T14:12:01.185386994Z
,48.9,13.67,33.4,Bologna,2025-06-29T14:12:02.292827463Z
,48.9,13.67,33.4,Bologna,2025-06-29T14:12:02.293562324Z
,48.9,13.74,33.4,Bologna,2025-06-29T14:12:03.403998127Z
,48.9,13.74,33.4,Bologna,2025-06-29T14:12:03.404139947Z
,48.9,13.74,33.4,Bologna,2025-06-29T14:12:05.162836609Z
,48.9,13.74,33.4,Bologna,2025-06-29T14:12:05.163059208Z
,48.9,13.76,33.4,Bologna,2025-06-29T14:12:06.272659078Z
,48.9,13.76,33.4,Bologna,2025-06-29T14:12:06.273358723Z
,48.9,13.76,33.4,Bologna,2025-06-29T14:12:08.003335877Z
,48.9,13.76,33.4,Bologna,2025-06-29T14:12:08.004305554Z
,48.9,13.74,33.4,Bologna,2025-06-29T14:12:09.104808405Z
,48.9,13.74,33.4,Bologna,2025-06-29T14:12:09.105210842Z
,48.9,13.74,33.4,Bologna,2025-06-29T14:12:10.185925338Z
,48.9,13.74,33.4,Bologna,2025-06-29T14:12:10.186624574Z
,48.8,13.64,33.4,Bologna,2025-06-29T14:12:11.288737094Z
,48.8,13.64,33.4,Bologna,2025-06-29T14:12:11.288985748Z
,48.8,13.64,33.4,Bologna,2025-06-29T14:12:12.38508623Z
,48.8,13.64,33.4,Bologna,2025-06-29T14:12:12.386167483Z
,48.8,13.64,33.4,Bologna,2025-06-29T14:12:13.49667138Z
,48.8,13.64,33.4,Bologna,2025-06-29T14:12:13.496961755Z
,48.8,13.63,33.4,Bologna,2025-06-29T14:12:14.605245532Z
,48.8,13.63,33.4,Bologna,2025-06-29T14:12:14.614102951Z
,48.8,13.63,33.4,Bologna,2025-06-29T14:12:15.824077586Z
,48.8,13.63,33.4,Bologna,2025-06-29T14:12:15.827897169Z
,48.9,13.71,33.4,Bologna,2025-06-29T14:12:16.954758318Z
,48.9,13.71,33.4,Bologna,2025-06-29T14:12:16.955361983Z
,48.9,13.71,33.4,Bologna,2025-06-29T14:12:18.114283407Z
,48.9,13.71,33.4,Bologna,2025-06-29T14:12:18.114605916Z
,48.8,13.73,33.4,Bologna,2025-06-29T14:12:19.965949438Z
,48.8,13.73,33.4,Bologna,2025-06-29T14:12:19.966386346Z
,48.8,13.73,33.4,Bologna,2025-06-29T14:12:21.943876948Z
,48.8,13.73,33.4,Bologna,2025-06-29T14:12:21.944700381Z
,48.8,13.64,33.4,Bologna,2025-06-29T14:12:23.084406557Z
,48.8,13.64,33.4,Bologna,2025-06-29T14:12:23.085274963Z
,48.8,13.64,33.4,Bologna,2025-06-29T14:12:24.443029777Z
,48.8,13.64,33.4,Bologna,2025-06-29T14:12:24.443419316Z
,48.7,13.88,33.4,Bologna,2025-06-29T14:12:25.544691017Z
,48.7,13.88,33.4,Bologna,2025-06-29T14:12:25.545554217Z
,48.7,13.88,33.4,Bologna,2025-06-29T14:12:26.865506987Z
,48.7,13.88,33.4,Bologna,2025-06-29T14:12:27.237710868Z
,48.8,13.87,33.4,Bologna,2025-06-29T14:12:28.621267024Z
,48.8,13.87,33.4,Bologna,2025-06-29T14:12:28.62127942Z
,48.8,13.87,33.4,Bologna,2025-06-29T14:12:29.785596402Z
,48.8,13.87,33.4,Bologna,2025-06-29T14:12:29.785884718Z
,48.8,13.84,33.4,Bologna,2025-06-29T14:12:30.895551754Z
,48.8,13.84,33.4,Bologna,2025-06-29T14:12:30.895739352Z
,48.8,13.84,33.4,Bologna,2025-06-29T14:12:32.012602892Z
,48.8,13.84,33.4,Bologna,2025-06-29T14:12:32.013009732Z
,48.8,13.87,33.4,Bologna,2025-06-29T14:12:33.200895824Z
,48.8,13.87,33.4,Bologna,2025-06-29T14:12:33.201513564Z
,48.8,13.87,33.4,Bologna,2025-06-29T14:12:34.893080094Z
,48.8,13.87,33.4,Bologna,2025-06-29T14:12:34.894620823Z
,48.8,13.9,33.4,Bologna,2025-06-29T14:12:36.014173502Z
,48.8,13.9,33.4,Bologna,2025-06-29T14:12:36.016885548Z
,48.8,13.9,33.4,Bologna,2025-06-29T14:12:37.91745173Z
,48.8,13.9,33.4,Bologna,2025-06-29T14:12:37.917727585Z
,48.8,13.93,33.4,Bologna,2025-06-29T14:12:39.024831809Z
,48.8,13.93,33.4,Bologna,2025-06-29T14:12:39.025259219Z
,48.8,13.93,33.4,Bologna,2025-06-29T14:12:40.17470347Z
,48.8,13.93,33.4,Bologna,2025-06-29T14:12:40.177087245Z
,48.8,13.81,33.4,Bologna,2025-06-29T14:12:41.281892274Z
,48.8,13.81,33.4,Bologna,2025-06-29T14:12:41.281988063Z
,48.8,13.81,33.4,Bologna,2025-06-29T14:12:42.445083891Z
,48.8,13.81,33.4,Bologna,2025-06-29T14:12:42.445423474Z
,48.8,13.94,33.4,Bologna,2025-06-29T14:12:43.536954671Z
,48.8,13.94,33.4,Bologna,2025-06-29T14:12:43.537902719Z
,48.8,13.94,33.4,Bologna,2025-06-29T14:12:44.875056287Z
,48.8,13.94,33.4,Bologna,2025-06-29T14:12:44.875441471Z
,48.8,13.86,33.4,Bologna,2025-06-29T14:12:46.016164422Z
,48.8,13.86,33.4,Bologna,2025-06-29T14:12:46.016183165Z
,48.8,13.86,33.4,Bologna,2025-06-29T14:12:47.164890355Z
,48.8,13.86,33.4,Bologna,2025-06-29T14:12:47.166191508Z
,48.8,13.86,33.4,Bologna,2025-06-29T14:12:48.303403362Z
,48.8,13.86,33.4,Bologna,2025-06-29T14:12:48.304774924Z
,48.8,13.86,33.4,Bologna,2025-06-29T14:12:49.454579711Z
,48.8,13.86,33.4,Bologna,2025-06-29T14:12:49.456943267Z
,48.8,13.86,33.4,Bologna,2025-06-29T14:12:50.593572741Z
,48.8,13.86,33.4,Bologna,2025-06-29T14:12:50.593868594Z
,48.8,13.78,33.4,Bologna,2025-06-29T14:12:51.736211215Z
,48.8,13.78,33.4,Bologna,2025-06-29T14:12:51.736215523Z
,48.8,13.78,33.4,Bologna,2025-06-29T14:12:52.844982795Z
,48.8,13.78,33.4,Bologna,2025-06-29T14:12:52.845165306Z
,48.8,13.73,33.4,Bologna,2025-06-29T14:12:53.924762448Z
,48.8,13.73,33.4,Bologna,2025-06-29T14:12:53.925088708Z
,48.8,13.73,33.4,Bologna,2025-06-29T14:12:55.075083761Z
,48.8,13.73,33.4,Bologna,2025-06-29T14:12:55.076156674Z
,48.8,13.73,33.4,Bologna,2025-06-29T14:12:56.195705395Z
,48.8,13.73,33.4,Bologna,2025-06-29T14:12:56.196137001Z
,48.8,13.71,33.4,Bologna,2025-06-29T14:12:57.29510336Z
,48.8,13.71,33.4,Bologna,2025-06-29T14:12:57.295143936Z
,48.8,13.71,33.4,Bologna,2025-06-29T14:12:58.453853714Z
,48.8,13.71,33.4,Bologna,2025-06-29T14:12:58.453938812Z
,48.9,13.9,33.4,Bologna,2025-06-29T14:12:59.625185262Z
,48.9,13.9,33.4,Bologna,2025-06-29T14:12:59.626700276Z
,48.9,13.9,33.4,Bologna,2025-06-29T14:13:00.792954059Z
,48.9,13.9,33.4,Bologna,2025-06-29T14:13:00.79570075Z
,49,13.48,33.4,Bologna,2025-06-29T14:13:01.943755501Z
,49,13.48,33.4,Bologna,2025-06-29T14:13:01.944516144Z
,49,13.48,33.4,Bologna,2025-06-29T14:13:03.024765851Z
,49,13.48,33.4,Bologna,2025-06-29T14:13:03.024871495Z
,49,13.48,33.4,Bologna,2025-06-29T14:13:04.165949455Z
,49,13.48,33.4,Bologna,2025-06-29T14:13:04.166168418Z
,48.9,13.73,33.4,Bologna,2025-06-29T14:13:05.274902017Z
,48.9,13.73,33.4,Bologna,2025-06-29T14:13:05.275363549Z
,48.9,13.73,33.4,Bologna,2025-06-29T14:13:06.425749237Z
,48.9,13.73,33.4,Bologna,2025-06-29T14:13:06.426187848Z
,48.9,13.8,33.4,Bologna,2025-06-29T14:13:07.6360092Z
,48.9,13.8,33.4,Bologna,2025-06-29T14:13:07.636155235Z
,48.9,13.8,33.4,Bologna,2025-06-29T14:13:08.732628972Z
,48.9,13.8,33.4,Bologna,2025-06-29T14:13:08.732809352Z
,48.9,13.9,33.4,Bologna,2025-06-29T14:13:09.796964048Z
,48.9,13.9,33.4,Bologna,2025-06-29T14:13:09.800184739Z
,48.9,13.9,33.4,Bologna,2025-06-29T14:13:10.945986227Z
,48.9,13.9,33.4,Bologna,2025-06-29T14:13:10.948378346Z
,48.9,13.9,33.4,Bologna,2025-06-29T14:13:12.065339391Z
,48.9,13.9,33.4,Bologna,2025-06-29T14:13:12.065407415Z
,48.8,14,33.4,Bologna,2025-06-29T14:13:13.182921067Z
,48.8,14,33.4,Bologna,2025-06-29T14:13:13.183077855Z
,48.8,14,33.4,Bologna,2025-06-29T14:13:14.986360899Z
,48.8,14,33.4,Bologna,2025-06-29T14:13:14.986603095Z
,49,13.92,33.4,Bologna,2025-06-29T14:13:16.125665001Z
,49,13.92,33.4,Bologna,2025-06-29T14:13:16.125828062Z
,49,13.92,33.4,Bologna,2025-06-29T14:13:17.275926956Z
,49,13.92,33.4,Bologna,2025-06-29T14:13:17.278870237Z
,49.1,13.92,33.4,Bologna,2025-06-29T14:13:18.362814788Z
,49.1,13.92,33.4,Bologna,2025-06-29T14:13:18.36305149Z
,49.1,13.92,33.4,Bologna,2025-06-29T14:13:19.51323642Z
,49.1,13.92,33.4,Bologna,2025-06-29T14:13:19.513948595Z
,49,13.7,33.4,Bologna,2025-06-29T14:13:20.634686445Z
,49,13.7,33.4,Bologna,2025-06-29T14:13:20.637586719Z
,49,13.7,33.4,Bologna,2025-06-29T14:13:21.782702049Z
,49,13.7,33.4,Bologna,2025-06-29T14:13:21.783357696Z
,49,13.7,33.4,Bologna,2025-06-29T14:13:22.894695893Z
,49,13.7,33.4,Bologna,2025-06-29T14:13:22.895306904Z
,49,13.94,33.4,Bologna,2025-06-29T14:13:24.036033587Z
,49,13.94,33.4,Bologna,2025-06-29T14:13:24.036400403Z
,49,13.94,33.4,Bologna,2025-06-29T14:13:25.172836346Z
,49,13.94,33.4,Bologna,2025-06-29T14:13:25.173485764Z
,48.9,13.96,33.4,Bologna,2025-06-29T14:13:26.316478157Z
,48.9,13.96,33.4,Bologna,2025-06-29T14:13:26.317355806Z
,48.9,13.96,33.4,Bologna,2025-06-29T14:13:27.454679162Z
,48.9,13.96,33.4,Bologna,2025-06-29T14:13:27.456736609Z
,48.1,13.95,33.4,Bologna,2025-06-29T14:13:28.580747725Z
,48.1,13.95,33.4,Bologna,2025-06-29T14:13:28.580972758Z
,48.1,13.95,33.4,Bologna,2025-06-29T14:13:30.012377092Z
,48.1,13.95,33.4,Bologna,2025-06-29T14:13:30.013930216Z
,48.9,13.87,33.4,Bologna,2025-06-29T14:13:31.195073974Z
,48.9,13.87,33.4,Bologna,2025-06-29T14:13:31.195847132Z
,48.9,13.87,33.4,Bologna,2025-06-29T14:13:32.963429745Z
,48.9,13.87,33.4,Bologna,2025-06-29T14:13:32.963710069Z
,48.9,13.8,33.4,Bologna,2025-06-29T14:13:34.082673875Z
,48.9,13.8,33.4,Bologna,2025-06-29T14:13:34.083284044Z
,48.9,13.8,33.4,Bologna,2025-06-29T14:13:35.235654065Z
,48.9,13.8,33.4,Bologna,2025-06-29T14:13:35.235809204Z
,48.9,14.02,33.4,Bologna,2025-06-29T14:13:36.372798997Z
,48.9,14.02,33.4,Bologna,2025-06-29T14:13:36.373014497Z
,48.9,14.02,33.4,Bologna,2025-06-29T14:13:37.439684218Z
,48.9,14.02,33.4,Bologna,2025-06-29T14:13:37.441866869Z
,48.9,14.02,33.4,Bologna,2025-06-29T14:13:38.552619015Z
,48.9,14.02,33.4,Bologna,2025-06-29T14:13:38.552941968Z
,49,13.9,33.4,Bologna,2025-06-29T14:13:39.694811825Z
,49,13.9,33.4,Bologna,2025-06-29T14:13:39.695762373Z
,49,13.9,33.4,Bologna,2025-06-29T14:13:40.803055072Z
,49,13.9,33.4,Bologna,2025-06-29T14:13:40.80379105Z
,48.8,13.84,33.4,Bologna,2025-06-29T14:13:41.930065485Z
,48.8,13.84,33.4,Bologna,2025-06-29T14:13:41.930379627Z
,48.8,13.84,33.4,Bologna,2025-06-29T14:13:43.049791433Z
,48.8,13.84,33.4,Bologna,2025-06-29T14:13:43.050455012Z
,48.8,13.84,33.4,Bologna,2025-06-29T14:13:44.408982684Z
,48.8,13.84,33.4,Bologna,2025-06-29T14:13:44.410363386Z
,48.8,13.72,33.4,Bologna,2025-06-29T14:13:45.552666686Z
,48.8,13.72,33.4,Bologna,2025-06-29T14:13:45.552964256Z
,48.8,13.72,33.4,Bologna,2025-06-29T14:13:46.694850135Z
,48.8,13.72,33.4,Bologna,2025-06-29T14:13:46.69488128Z
,48.7,13.64,33.4,Bologna,2025-06-29T14:13:47.835143433Z
,48.7,13.64,33.4,Bologna,2025-06-29T14:13:47.835612468Z
,48.7,13.64,33.4,Bologna,2025-06-29T14:13:48.944912535Z
,48.7,13.64,33.4,Bologna,2025-06-29T14:13:48.947248161Z
,48.8,13.75,33.4,Bologna,2025-06-29T14:13:50.284690675Z
,48.8,13.75,33.4,Bologna,2025-06-29T14:13:50.284879825Z
,48.8,13.75,33.4,Bologna,2025-06-29T14:13:51.415346601Z
,48.8,13.75,33.4,Bologna,2025-06-29T14:13:51.41621139Z
,48.7,13.8,33.4,Bologna,2025-06-29T14:13:52.565940097Z
,48.7,13.8,33.4,Bologna,2025-06-29T14:13:52.566203274Z
,48.7,13.8,33.4,Bologna,2025-06-29T14:13:53.724894276Z
,48.7,13.8,33.4,Bologna,2025-06-29T14:13:53.726374626Z
,48.7,13.8,33.4,Bologna,2025-06-29T14:13:54.797613653Z
,48.7,13.8,33.4,Bologna,2025-06-29T14:13:54.803961804Z
,48.7,13.72,33.4,Bologna,2025-06-29T14:13:55.953035073Z
,48.7,13.72,33.4,Bologna,2025-06-29T14:13:55.953849522Z
,48.7,13.72,33.4,Bologna,2025-06-29T14:13:57.104937635Z
,48.7,13.72,33.4,Bologna,2025-06-29T14:13:57.105868577Z
,48.9,13.8,33.4,Bologna,2025-06-29T14:13:58.214844874Z
,48.9,13.8,33.4,Bologna,2025-06-29T14:13:58.214876032Z
